Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,235.779999,237.070007,232.809998,235.639999,220.075348,2931000
2018-01-03,235.070007,235.729996,233.289993,235.630005,220.065979,2193700
2018-01-04,237.000000,239.440002,236.470001,238.710007,222.942566,2243100
2018-01-05,238.649994,240.899994,237.740005,240.570007,224.679718,1835900
2018-01-08,239.380005,240.940002,239.179993,239.789993,223.951233,1869000
2018-01-09,239.600006,241.779999,239.339996,241.279999,225.342819,1695100
2018-01-10,241.000000,242.570007,240.029999,241.139999,225.212051,1640900
2018-01-11,240.740005,242.339996,239.750000,242.309998,226.304779,1487700
2018-01-12,243.070007,246.000000,242.500000,244.470001,228.322113,1974300
2018-01-16,245.300003,247.190002,243.830002,244.740005,228.574249,2411100
2018-01-17,246.850006,248.529999,245.800003,248.110001,231.721664,2519000
2018-01-18,248.130005,249.000000,244.919998,245.910004,229.666992,2233500
2018-01-19,246.630005,248.500000,245.600006,248.179993,231.787033,2013500
2018-01-22,247.130005,247.889999,245.080002,247.300003,230.965179,1660500
2018-01-23,246.910004,247.259995,245.119995,246.309998,230.040573,1822700
2018-01-24,247.990005,248.539993,246.250000,247.690002,231.329407,3471000
2018-01-25,250.000000,254.800003,247.100006,252.360001,235.690948,3507900
2018-01-26,253.429993,259.769989,253.389999,258.630005,241.546799,3730600
2018-01-29,258.510010,259.339996,255.970001,256.010010,239.099869,2306300
2018-01-30,255.600006,255.690002,251.410004,251.539993,234.925110,2412600
2018-01-31,251.490005,253.130005,249.600006,250.500000,233.953796,3136400
2018-02-01,247.440002,250.089996,246.179993,247.940002,231.562897,2665500
2018-02-02,246.429993,248.750000,244.880005,245.169998,228.975861,3925700
2018-02-05,243.500000,244.399994,226.009995,231.440002,216.152786,6590500
2018-02-06,227.509995,234.570007,226.809998,233.630005,218.198105,5108100
2018-02-07,233.190002,237.520004,232.820007,233.190002,217.787155,2885600
2018-02-08,233.160004,233.309998,222.649994,222.889999,208.167526,3751300
2018-02-09,224.610001,226.960007,218.179993,225.210007,210.334290,4518600
2018-02-12,227.490005,230.380005,226.100006,229.190002,214.051392,3290400
2018-02-13,229.710007,231.970001,228.929993,231.360001,216.078079,2523600
2018-02-14,229.449997,232.869995,228.470001,232.000000,216.675781,2337800
2018-02-15,233.309998,234.899994,230.880005,234.869995,220.649673,2127500
2018-02-16,234.970001,238.440002,233.389999,236.669998,222.340683,2221800
2018-02-20,234.539993,236.669998,233.910004,235.070007,220.837570,2675900
2018-02-21,234.710007,237.860001,232.100006,232.179993,218.122528,2561400
2018-02-22,232.429993,237.369995,232.259995,236.000000,221.711258,2284500
2018-02-23,236.850006,237.889999,234.389999,237.020004,222.669495,1616700
2018-02-26,239.009995,244.860001,238.509995,244.139999,229.358414,3086800
2018-02-27,244.610001,244.669998,240.720001,240.779999,226.201843,1778300
2018-02-28,241.639999,242.279999,235.399994,235.509995,221.250900,2461400
2018-03-01,236.149994,236.830002,229.529999,231.339996,217.333389,3487100
2018-03-02,229.750000,231.270004,226.330002,230.369995,216.422119,2912800
2018-03-05,230.000000,233.710007,228.529999,232.809998,218.714371,2235300
2018-03-06,234.050003,235.919998,230.800003,233.660004,219.512924,2091100
2018-03-07,231.220001,236.220001,230.589996,235.570007,221.307312,2213800
2018-03-08,236.350006,237.690002,234.119995,236.339996,222.030685,1955200
2018-03-09,238.000000,241.369995,236.169998,241.350006,226.737350,1840900
2018-03-12,242.100006,243.100006,239.300003,239.800003,225.281189,2151300
2018-03-13,240.899994,242.970001,236.889999,237.570007,223.186203,2009900
2018-03-14,238.800003,239.320007,233.850006,234.289993,220.104767,2239700
2018-03-15,235.220001,238.080002,234.199997,235.869995,221.589127,1770500
2018-03-16,235.669998,238.169998,235.669998,237.220001,222.857407,4858000
2018-03-19,236.009995,236.330002,230.259995,231.559998,217.540070,2621700
2018-03-20,232.119995,234.389999,231.580002,232.449997,218.376175,1728000
2018-03-21,233.000000,237.220001,232.309998,234.139999,219.963867,1588300
2018-03-22,232.039993,232.119995,222.800003,223.169998,209.658051,4295500
2018-03-23,223.500000,224.270004,215.270004,215.360001,202.320923,4221200
2018-03-26,217.860001,220.800003,215.179993,220.240005,206.905457,3574000
2018-03-27,221.020004,221.860001,214.729996,215.869995,202.800018,2696700
2018-03-28,217.229996,219.660004,214.910004,216.539993,203.429459,2522900
2018-03-29,217.789993,221.380005,217.460007,219.520004,206.229019,2643000
2018-04-02,218.050003,218.720001,209.470001,212.619995,199.746811,3840800
2018-04-03,213.000000,216.460007,210.929993,216.330002,203.232178,3006800
