Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,295.750000,296.989990,295.399994,296.839996,282.886383,2978900
2018-01-03,295.940002,298.500000,295.470001,297.799988,283.801239,3211200
2018-01-04,297.940002,298.420013,295.470001,296.670013,282.724396,4171700
2018-01-05,296.769989,308.890015,296.720001,308.839996,294.322296,6177700
2018-01-08,308.660004,310.859985,305.750000,310.149994,295.570740,4124900
2018-01-09,310.589996,319.910004,310.489990,318.429993,303.461517,5641300
2018-01-10,317.489990,322.149994,315.500000,320.260010,305.205505,4479300
2018-01-11,322.130005,328.399994,321.190002,328.119995,312.696014,4635300
2018-01-12,330.380005,336.880005,330.380005,336.209991,320.405701,6559300
2018-01-16,339.899994,347.730011,331.329987,335.160004,319.405090,12305500
2018-01-17,337.730011,352.230011,336.410004,351.010010,334.510040,9699900
2018-01-18,350.700012,350.829987,339.149994,340.160004,324.170074,9458600
2018-01-19,341.670013,344.000000,335.750000,337.730011,321.854309,7264400
2018-01-22,335.290009,341.380005,332.040009,338.000000,322.111572,6792900
2018-01-23,338.339996,338.940002,334.809998,335.589996,319.814850,4537800
2018-01-24,336.200012,338.989990,334.140015,334.690002,318.957184,4205400
2018-01-25,336.209991,343.619995,335.299988,343.109985,326.981415,4747500
2018-01-26,344.329987,345.980011,341.250000,343.220001,327.086212,5236300
2018-01-29,341.230011,344.480011,340.100006,340.820007,324.799042,3324900
2018-01-30,339.170013,339.980011,334.160004,337.709991,321.835236,4983100
2018-01-31,360.500000,360.970001,351.619995,354.369995,337.712097,11409600
2018-02-01,352.950012,361.450012,352.040009,356.940002,340.161285,6067600
2018-02-02,354.000000,355.200012,348.700012,348.910004,332.508728,5486100
2018-02-05,342.670013,350.000000,317.390015,328.880005,313.420319,10511300
2018-02-06,320.000000,341.670013,317.649994,340.910004,324.884796,11935100
2018-02-07,340.519989,353.589996,339.869995,348.119995,331.755890,7946700
2018-02-08,348.000000,349.000000,329.399994,329.660004,315.714478,8295900
2018-02-09,333.549988,337.809998,319.250000,332.829987,318.750305,8833000
2018-02-12,336.570007,347.750000,335.130005,343.799988,329.256226,6885000
2018-02-13,340.450012,347.880005,340.290009,343.160004,328.643341,4030200
2018-02-14,341.339996,347.429993,341.170013,344.850006,330.261841,4340200
2018-02-15,348.470001,356.549988,348.049988,356.459991,341.380798,5827500
2018-02-16,356.589996,359.500000,353.510010,355.040009,340.020813,5211600
2018-02-20,352.000000,357.790009,351.399994,353.350006,338.402313,4303400
