Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,257.769989,257.910004,253.919998,255.669998,245.600204,2258300
2018-01-03,255.479996,256.140015,253.220001,253.289993,243.313950,2988200
2018-01-04,255.229996,259.720001,254.320007,256.829987,246.714539,2583200
2018-01-05,257.179993,257.489990,253.690002,255.520004,245.456116,2594700
2018-01-08,254.750000,255.179993,251.619995,251.809998,241.892227,2940500
2018-01-09,252.800003,255.600006,252.619995,253.940002,243.938370,2637300
2018-01-10,255.000000,255.149994,252.350006,254.330002,244.312988,2927200
2018-01-11,255.750000,255.889999,252.970001,255.130005,245.081482,2422400
2018-01-12,255.750000,257.299988,254.089996,257.029999,246.906662,2849200
2018-01-16,259.250000,261.769989,256.399994,258.459991,248.280319,4445500
2018-01-17,260.980011,262.000000,248.839996,253.649994,243.659775,8608100
2018-01-18,254.490005,254.539993,250.600006,250.970001,241.085327,4984500
2018-01-19,251.000000,256.140015,250.259995,256.119995,246.032471,4643400
2018-01-22,255.449997,262.869995,255.190002,261.519989,251.219818,5264700
2018-01-23,258.000000,260.260010,256.850006,260.089996,249.846130,4003600
2018-01-24,260.739990,265.779999,260.299988,265.679993,255.215927,4314000
2018-01-25,266.350006,270.500000,265.010010,269.029999,258.433960,5055000
2018-01-26,267.489990,269.000000,266.049988,268.140015,257.579071,3535400
2018-01-29,269.040009,273.790009,268.809998,272.480011,261.748138,3881100
2018-01-30,270.390015,272.000000,267.109985,268.940002,258.347534,3970400
2018-01-31,268.549988,270.000000,266.329987,267.890015,257.338959,3710200
2018-02-01,266.149994,272.589996,266.000000,272.230011,261.507965,3388200
2018-02-02,270.000000,271.750000,259.350006,260.040009,249.798111,5913900
2018-02-05,257.510010,263.299988,241.500000,249.110001,239.298599,6528500
2018-02-06,244.210007,258.750000,242.110001,258.700012,248.510895,6739900
2018-02-07,255.899994,261.950012,255.660004,257.100006,246.973877,4125000
2018-02-08,257.929993,258.779999,246.050003,246.350006,236.647263,4166200
2018-02-09,249.619995,251.669998,239.289993,249.300003,239.481110,5978600
2018-02-12,251.149994,256.149994,248.820007,253.160004,243.189072,3692500
2018-02-13,252.009995,256.399994,250.580002,255.529999,245.465714,2700500
2018-02-14,255.000000,262.709991,254.479996,262.579987,252.237991,3793800
2018-02-15,265.760010,268.000000,262.910004,267.679993,257.137146,3523100
2018-02-16,265.989990,269.279999,265.899994,267.619995,257.079529,2602500
2018-02-20,266.890015,268.850006,263.309998,264.890015,254.457077,2618400
2018-02-21,263.920013,270.000000,263.130005,263.399994,253.025726,3017900
2018-02-22,264.399994,266.320007,260.720001,261.429993,251.133347,2678900
2018-02-23,263.000000,266.980011,262.399994,266.769989,256.263031,2507100
2018-02-26,267.500000,271.779999,266.769989,271.260010,260.576172,2751400
2018-02-27,271.000000,273.119995,267.929993,267.929993,257.377289,3140600
2018-02-28,269.140015,269.489990,262.570007,262.929993,253.283264,3104300
2018-03-01,262.609985,263.549988,256.200012,256.779999,247.358887,3483500
2018-03-02,255.000000,259.239990,252.100006,258.119995,248.649750,3122800
2018-03-05,256.459991,264.549988,256.239990,263.119995,253.466263,2445800
2018-03-06,264.769989,267.869995,263.209991,266.929993,257.136444,2217300
2018-03-07,262.690002,266.429993,260.950012,265.350006,255.614502,2509400
2018-03-08,266.480011,268.100006,262.630005,266.339996,256.568176,2565400
2018-03-09,268.700012,271.089996,267.040009,270.769989,260.835632,4410600
2018-03-12,271.000000,275.309998,270.769989,273.380005,263.349854,3065600
2018-03-13,274.339996,275.029999,267.440002,268.529999,258.677795,2288100
2018-03-14,270.399994,270.779999,263.910004,264.429993,254.728210,2478700
2018-03-15,265.720001,269.000000,265.350006,266.609985,256.828217,2255200
2018-03-16,266.010010,269.850006,265.329987,267.600006,257.781891,4114400
2018-03-19,266.989990,267.500000,259.470001,262.529999,252.897903,2426900
2018-03-20,263.290009,264.640015,261.890015,263.190002,253.533768,1514800
2018-03-21,263.010010,266.489990,260.309998,261.850006,252.242905,2817600
2018-03-22,258.420013,260.820007,252.179993,252.600006,243.332260,4489300
2018-03-23,253.630005,253.990005,244.929993,245.259995,236.261551,3634200
2018-03-26,250.649994,255.360001,248.449997,254.880005,245.528625,3787200
2018-03-27,255.889999,257.059998,245.610001,247.259995,238.188187,2981500
2018-03-28,248.779999,251.229996,244.369995,249.369995,240.220779,2660200
2018-03-29,250.789993,252.979996,248.330002,251.860001,242.619415,3073900
2018-04-02,251.259995,252.600006,243.770004,247.350006,238.274887,3429900
2018-04-03,248.610001,250.889999,245.899994,250.580002,241.386398,2488200
2018-04-04,245.710007,253.220001,244.509995,252.619995,243.351517,2853200
2018-04-05,254.500000,258.000000,253.399994,255.809998,246.424500,1924800
2018-04-06,251.479996,255.339996,246.679993,249.970001,240.798767,3621900
2018-04-09,251.479996,257.500000,249.169998,252.190002,242.937317,3256700
2018-04-10,257.959991,259.890015,255.949997,256.570007,247.156616,3113900
2018-04-11,252.589996,254.830002,249.789993,252.940002,243.659790,3322000
2018-04-12,256.269989,260.730011,255.110001,259.589996,250.065781,3059100
2018-04-13,261.940002,262.500000,254.539993,255.919998,246.530457,3026200
2018-04-16,257.130005,260.660004,256.660004,257.880005,248.418549,3257400
2018-04-17,261.600006,262.250000,252.339996,253.630005,244.324493,10134400
2018-04-18,254.899994,257.019989,252.250000,254.000000,244.680893,4524800
2018-04-19,254.000000,256.160004,252.830002,254.169998,244.844666,3990000
2018-04-20,254.100006,255.679993,251.479996,251.960007,242.715744,2930600
